geneName,module,gene_biotype,hgnc_symbol,module.char,mod.color
ENSG00000049656,2,protein_coding,CLPTM1L,02,blue
ENSG00000050730,0,protein_coding,TNIP3,00,grey
ENSG00000051108,10,protein_coding,HERPUD1,10,purple
ENSG00000051180,2,protein_coding,RAD51,02,blue
ENSG00000051382,2,protein_coding,PIK3CB,02,blue
ENSG00000051523,11,protein_coding,CYBA,11,greenyellow
ENSG00000052802,5,protein_coding,MSMO1,05,green
ENSG00000053108,3,protein_coding,FSTL4,03,brown
ENSG00000053372,9,protein_coding,MRTO4,09,magenta
ENSG00000054267,1,protein_coding,ARID4B,01,turquoise
ENSG00000054598,0,protein_coding,FOXC1,00,grey
ENSG00000054654,1,protein_coding,SYNE2,01,turquoise
ENSG00000056736,11,protein_coding,IL17RB,11,greenyellow
ENSG00000058262,2,protein_coding,SEC61A1,02,blue
ENSG00000058799,8,protein_coding,YIPF1,08,pink
ENSG00000058804,2,protein_coding,NDC1,02,blue
ENSG00000059145,0,protein_coding,UNKL,00,grey
ENSG00000059377,4,protein_coding,TBXAS1,04,yellow
ENSG00000059573,2,protein_coding,ALDH18A1,02,blue
ENSG00000060237,0,protein_coding,WNK1,00,grey
ENSG00000060558,7,protein_coding,GNA15,07,black
ENSG00000063241,7,protein_coding,ISOC2,07,black
ENSG00000064309,3,protein_coding,CDON,03,brown
ENSG00000064419,2,protein_coding,TNPO3,02,blue
ENSG00000064545,6,protein_coding,TMEM161A,06,red
ENSG00000064601,4,protein_coding,CTSA,04,yellow
ENSG00000064787,5,protein_coding,BCAS1,05,green
ENSG00000064961,7,protein_coding,HMG20B,07,black
ENSG00000064989,0,protein_coding,CALCRL,00,grey
ENSG00000065000,7,protein_coding,AP3D1,07,black
ENSG00000065029,3,protein_coding,ZNF76,03,brown
ENSG00000065135,2,protein_coding,GNAI3,02,blue
ENSG00000065328,8,protein_coding,MCM10,08,pink
ENSG00000065371,0,protein_coding,ROPN1,00,grey
ENSG00000065526,1,protein_coding,SPEN,01,turquoise
ENSG00000065615,2,protein_coding,CYB5R4,02,blue
ENSG00000065911,11,protein_coding,MTHFD2,11,greenyellow
ENSG00000066230,8,protein_coding,SLC9A3,08,pink
ENSG00000066279,9,protein_coding,ASPM,09,magenta
ENSG00000066322,2,protein_coding,ELOVL1,02,blue
ENSG00000066336,4,protein_coding,SPI1,04,yellow
ENSG00000066405,1,protein_coding,CLDN18,01,turquoise
ENSG00000066455,2,protein_coding,GOLGA5,02,blue
ENSG00000067057,8,protein_coding,PFKP,08,pink
ENSG00000067066,1,protein_coding,SP100,01,turquoise
ENSG00000067225,2,protein_coding,PKM,02,blue
ENSG00000067715,0,protein_coding,SYT1,00,grey
ENSG00000068028,7,protein_coding,RASSF1,07,black
ENSG00000068078,3,protein_coding,FGFR3,03,brown
ENSG00000068323,6,protein_coding,TFE3,06,red
ENSG00000068489,0,protein_coding,PRR11,00,grey
ENSG00000068831,4,protein_coding,RASGRP2,04,yellow
ENSG00000068971,6,protein_coding,PPP2R5B,06,red
ENSG00000069275,0,protein_coding,NUCKS1,00,grey
ENSG00000069329,2,protein_coding,VPS35,02,blue
ENSG00000069493,0,protein_coding,CLEC2D,00,grey
ENSG00000069702,3,protein_coding,TGFBR3,03,brown
ENSG00000069998,6,protein_coding,CECR5,06,red
ENSG00000070018,0,protein_coding,LRP6,00,grey
ENSG00000070371,1,protein_coding,CLTCL1,01,turquoise
ENSG00000070526,2,protein_coding,ST6GALNAC1,02,blue
ENSG00000071127,0,protein_coding,WDR1,00,grey
ENSG00000071537,2,protein_coding,SEL1L,02,blue
ENSG00000072110,4,protein_coding,ACTN1,04,yellow
ENSG00000072163,0,protein_coding,LIMS2,00,grey
ENSG00000072364,0,protein_coding,AFF4,00,grey
ENSG00000072571,2,protein_coding,HMMR,02,blue
ENSG00000072786,4,protein_coding,STK10,04,yellow
ENSG00000072832,0,protein_coding,CRMP1,00,grey
ENSG00000072952,0,protein_coding,MRVI1,00,grey
ENSG00000072958,6,protein_coding,AP1M1,06,red
ENSG00000073111,2,protein_coding,MCM2,02,blue
ENSG00000073331,0,protein_coding,ALPK1,00,grey
ENSG00000073712,1,protein_coding,FERMT2,01,turquoise
ENSG00000073734,1,protein_coding,ABCB11,01,turquoise
ENSG00000073849,8,protein_coding,ST6GAL1,08,pink
ENSG00000073969,2,protein_coding,NSF,02,blue
ENSG00000074657,0,protein_coding,ZNF532,00,grey
ENSG00000074695,2,protein_coding,LMAN1,02,blue
ENSG00000074800,10,protein_coding,ENO1,10,purple
ENSG00000074842,10,protein_coding,MYDGF,10,purple
ENSG00000074964,6,protein_coding,ARHGEF10L,06,red
ENSG00000075035,0,protein_coding,WSCD2,00,grey
ENSG00000075218,9,protein_coding,GTSE1,09,magenta
ENSG00000075234,6,protein_coding,TTC38,06,red
ENSG00000075420,2,protein_coding,FNDC3B,02,blue
ENSG00000075618,4,protein_coding,FSCN1,04,yellow
ENSG00000076003,4,protein_coding,MCM6,04,yellow
ENSG00000076382,6,protein_coding,SPAG5,06,red
ENSG00000076944,6,protein_coding,STXBP2,06,red
ENSG00000077152,2,protein_coding,UBE2T,02,blue
ENSG00000077312,9,protein_coding,SNRPA,09,magenta
ENSG00000077549,8,protein_coding,CAPZB,08,pink
ENSG00000077684,3,protein_coding,JADE1,03,brown
ENSG00000078053,0,protein_coding,AMPH,00,grey
ENSG00000078369,2,protein_coding,GNB1,02,blue
ENSG00000078487,3,protein_coding,ZCWPW1,03,brown
ENSG00000078687,0,protein_coding,TNRC6C,00,grey
ENSG00000078725,0,protein_coding,BRINP1,00,grey
ENSG00000078747,0,protein_coding,ITCH,00,grey
ENSG00000078808,7,protein_coding,SDF4,07,black
ENSG00000079156,5,protein_coding,OSBPL6,05,green
ENSG00000079308,3,protein_coding,TNS1,03,brown
ENSG00000079335,3,protein_coding,CDC14A,03,brown
ENSG00000079385,8,protein_coding,CEACAM1,08,pink
ENSG00000079689,0,protein_coding,SCGN,00,grey
ENSG00000080200,6,protein_coding,CRYBG3,06,red
ENSG00000080493,2,protein_coding,SLC4A4,02,blue
ENSG00000080823,1,protein_coding,MOK,01,turquoise
ENSG00000080986,9,protein_coding,NDC80,09,magenta
ENSG00000081041,3,protein_coding,CXCL2,03,brown
ENSG00000081138,0,protein_coding,CDH7,00,grey
ENSG00000081237,4,protein_coding,PTPRC,04,yellow
ENSG00000081665,3,protein_coding,ZNF506,03,brown
ENSG00000081853,0,protein_coding,PCDHGA2,00,grey
ENSG00000081923,7,protein_coding,ATP8B1,07,black
ENSG00000082196,1,protein_coding,C1QTNF3,01,turquoise
ENSG00000083444,6,protein_coding,PLOD1,06,red
ENSG00000083635,0,protein_coding,NUFIP1,00,grey
ENSG00000083750,3,protein_coding,RRAGB,03,brown
ENSG00000083896,1,protein_coding,YTHDC1,01,turquoise
ENSG00000084072,0,protein_coding,PPIE,00,grey
ENSG00000084093,5,protein_coding,REST,05,green
ENSG00000084754,2,protein_coding,HADHA,02,blue
ENSG00000085224,1,protein_coding,ATRX,01,turquoise
ENSG00000085265,2,protein_coding,FCN1,02,blue
ENSG00000085274,5,protein_coding,MYNN,05,green
ENSG00000085377,2,protein_coding,PREP,02,blue
ENSG00000085465,3,protein_coding,OVGP1,03,brown
ENSG00000085721,3,protein_coding,RRN3,03,brown
ENSG00000085840,9,protein_coding,ORC1,09,magenta
ENSG00000085999,9,protein_coding,RAD54L,09,magenta
ENSG00000086730,4,protein_coding,LAT2,04,yellow
ENSG00000087076,4,protein_coding,HSD17B14,04,yellow
ENSG00000087253,4,protein_coding,LPCAT2,04,yellow
ENSG00000087470,2,protein_coding,DNM1L,02,blue
ENSG00000087494,2,protein_coding,PTHLH,02,blue
ENSG00000087586,10,protein_coding,AURKA,10,purple
ENSG00000088298,4,protein_coding,EDEM2,04,yellow
ENSG00000088325,9,protein_coding,TPX2,09,magenta
ENSG00000088827,4,protein_coding,SIGLEC1,04,yellow
ENSG00000088881,1,protein_coding,EBF4,01,turquoise
ENSG00000089060,6,protein_coding,SLC8B1,06,red
ENSG00000089127,8,protein_coding,OAS1,08,pink
ENSG00000089335,5,protein_coding,ZNF302,05,green
ENSG00000089351,3,protein_coding,GRAMD1A,03,brown
ENSG00000089685,9,protein_coding,BIRC5,09,magenta
ENSG00000089692,0,protein_coding,LAG3,00,grey
ENSG00000089820,6,protein_coding,ARHGAP4,06,red
ENSG00000090238,1,protein_coding,YPEL3,01,turquoise
ENSG00000090512,8,protein_coding,FETUB,08,pink
ENSG00000090520,8,protein_coding,DNAJB11,08,pink
ENSG00000090659,9,protein_coding,CD209,09,magenta
ENSG00000090674,4,protein_coding,MCOLN1,04,yellow
ENSG00000090889,9,protein_coding,KIF4A,09,magenta
ENSG00000090905,1,protein_coding,TNRC6A,01,turquoise
ENSG00000091106,4,protein_coding,NLRC4,04,yellow
ENSG00000091136,0,protein_coding,LAMB1,00,grey
ENSG00000091262,3,protein_coding,ABCC6,03,brown
ENSG00000091536,1,protein_coding,MYO15A,01,turquoise
ENSG00000091640,5,protein_coding,SPAG7,05,green
ENSG00000091651,9,protein_coding,ORC6,09,magenta
ENSG00000092067,11,protein_coding,CEBPE,11,greenyellow
ENSG00000092445,2,protein_coding,TYRO3,02,blue
ENSG00000092853,9,protein_coding,CLSPN,09,magenta
ENSG00000092871,0,protein_coding,RFFL,00,grey
ENSG00000092929,4,protein_coding,UNC13D,04,yellow
ENSG00000093009,9,protein_coding,CDC45,09,magenta
ENSG00000094804,11,protein_coding,CDC6,11,greenyellow
ENSG00000095319,6,protein_coding,NUP188,06,red
ENSG00000095596,3,protein_coding,CYP26A1,03,brown
ENSG00000095970,4,protein_coding,TREM2,04,yellow
ENSG00000096093,5,protein_coding,EFHC1,05,green
ENSG00000096654,3,protein_coding,ZNF184,03,brown
ENSG00000096696,3,protein_coding,DSP,03,brown
ENSG00000097021,4,protein_coding,ACOT7,04,yellow
ENSG00000099219,0,protein_coding,ERMP1,00,grey
ENSG00000099282,1,protein_coding,TSPAN15,01,turquoise
ENSG00000099308,6,protein_coding,MAST3,06,red
ENSG00000099337,8,protein_coding,KCNK6,08,pink
ENSG00000099341,10,protein_coding,PSMD8,10,purple
ENSG00000099364,8,protein_coding,FBXL19,08,pink
ENSG00000099377,4,protein_coding,HSD3B7,04,yellow
ENSG00000099622,1,protein_coding,CIRBP,01,turquoise
ENSG00000099769,0,protein_coding,IGFALS,00,grey
ENSG00000099783,10,protein_coding,HNRNPM,10,purple
ENSG00000099817,7,protein_coding,POLR2E,07,black
ENSG00000099860,3,protein_coding,GADD45B,03,brown
ENSG00000099956,6,protein_coding,SMARCB1,06,red
ENSG00000100031,0,protein_coding,GGT1,00,grey
ENSG00000100060,4,protein_coding,MFNG,04,yellow
ENSG00000100100,0,protein_coding,PIK3IP1,00,grey
ENSG00000100122,9,protein_coding,CRYBB1,09,magenta
ENSG00000100197,0,protein_coding,CYP2D6,00,grey
ENSG00000100201,1,protein_coding,DDX17,01,turquoise
ENSG00000100220,10,protein_coding,RTCB,10,purple
ENSG00000100234,1,protein_coding,TIMP3,01,turquoise
ENSG00000100263,7,protein_coding,RHBDD3,07,black
ENSG00000100280,6,protein_coding,AP1B1,06,red
ENSG00000100296,8,protein_coding,THOC5,08,pink
ENSG00000100297,4,protein_coding,MCM5,04,yellow
ENSG00000100300,11,protein_coding,TSPO,11,greenyellow
ENSG00000100304,7,protein_coding,TTLL12,07,black
ENSG00000100325,7,protein_coding,ASCC2,07,black
ENSG00000100330,3,protein_coding,MTMR3,03,brown
ENSG00000100345,6,protein_coding,MYH9,06,red
ENSG00000100365,4,protein_coding,NCF4,04,yellow
ENSG00000100368,4,protein_coding,CSF2RB,04,yellow
ENSG00000100412,2,protein_coding,ACO2,02,blue
ENSG00000100439,6,protein_coding,ABHD4,06,red
ENSG00000100473,2,protein_coding,COCH,02,blue
ENSG00000100503,3,protein_coding,NIN,03,brown
ENSG00000100504,2,protein_coding,PYGL,02,blue
ENSG00000100505,0,protein_coding,TRIM9,00,grey
ENSG00000100522,8,protein_coding,GNPNAT1,08,pink
ENSG00000100526,10,protein_coding,CDKN3,10,purple
ENSG00000100532,3,protein_coding,CGRRF1,03,brown
ENSG00000100568,9,protein_coding,VTI1B,09,magenta
ENSG00000100577,8,protein_coding,GSTZ1,08,pink
ENSG00000100600,7,protein_coding,LGMN,07,black
ENSG00000100604,3,protein_coding,CHGA,03,brown
ENSG00000100605,6,protein_coding,ITPK1,06,red
ENSG00000100614,5,protein_coding,PPM1A,05,green
ENSG00000100714,11,protein_coding,MTHFD1,11,greenyellow
ENSG00000100811,5,protein_coding,YY1,05,green
ENSG00000100906,5,protein_coding,NFKBIA,05,green
ENSG00000100949,4,protein_coding,RABGGTA,04,yellow
ENSG00000100997,6,protein_coding,ABHD12,06,red
ENSG00000101000,11,protein_coding,PROCR,11,greenyellow
ENSG00000101057,7,protein_coding,MYBL2,07,black
ENSG00000101150,0,protein_coding,TPD52L2,00,grey
ENSG00000101194,9,protein_coding,SLC17A9,09,magenta
ENSG00000101220,4,protein_coding,C20orf27,04,yellow
ENSG00000101236,3,protein_coding,RNF24,03,brown
ENSG00000101255,0,protein_coding,TRIB3,00,grey
ENSG00000101265,11,protein_coding,RASSF2,11,greenyellow
ENSG00000101276,9,protein_coding,SLC52A3,09,magenta
ENSG00000101336,4,protein_coding,HCK,04,yellow
ENSG00000101337,7,protein_coding,TM9SF4,07,black
ENSG00000101412,11,protein_coding,E2F1,11,greenyellow
ENSG00000101444,2,protein_coding,AHCY,02,blue
ENSG00000101447,8,protein_coding,FAM83D,08,pink
ENSG00000101448,3,protein_coding,EPPIN,03,brown
ENSG00000101745,1,protein_coding,ANKRD12,01,turquoise
ENSG00000101751,5,protein_coding,POLI,05,green
ENSG00000101846,2,protein_coding,STS,02,blue
ENSG00000101928,5,protein_coding,MOSPD1,05,green
ENSG00000101935,2,protein_coding,AMMECR1,02,blue
ENSG00000101997,4,protein_coding,CCDC22,04,yellow
ENSG00000102053,1,protein_coding,ZC3H12B,01,turquoise
ENSG00000102100,2,protein_coding,SLC35A2,02,blue
ENSG00000102144,10,protein_coding,PGK1,10,purple
ENSG00000102145,8,protein_coding,GATA1,08,pink
ENSG00000102189,5,protein_coding,EEA1,05,green
ENSG00000102243,9,protein_coding,VGLL1,09,magenta
ENSG00000102271,0,protein_coding,KLHL4,00,grey
ENSG00000102316,5,protein_coding,MAGED2,05,green
ENSG00000102401,8,protein_coding,ARMCX3,08,pink
ENSG00000102452,10,protein_coding,NALCN,10,purple
ENSG00000102572,8,protein_coding,STK24,08,pink
ENSG00000102804,3,protein_coding,TSC22D1,03,brown
ENSG00000102879,11,protein_coding,CORO1A,11,greenyellow
ENSG00000102934,0,protein_coding,PLLP,00,grey
ENSG00000103175,2,protein_coding,WFDC1,02,blue
ENSG00000103199,3,protein_coding,ZNF500,03,brown
ENSG00000103249,6,protein_coding,CLCN7,06,red
ENSG00000103257,7,protein_coding,SLC7A5,07,black
ENSG00000103335,6,protein_coding,PIEZO1,06,red
ENSG00000103351,5,protein_coding,CLUAP1,05,green
ENSG00000103353,2,protein_coding,UBFD1,02,blue
ENSG00000103355,9,protein_coding,PRSS33,09,magenta
ENSG00000103415,7,protein_coding,HMOX2,07,black
ENSG00000103507,6,protein_coding,BCKDK,06,red
ENSG00000103544,9,protein_coding,C16orf62,09,magenta
ENSG00000103591,2,protein_coding,AAGAB,02,blue
ENSG00000103855,6,protein_coding,CD276,06,red
ENSG00000103932,2,protein_coding,RPAP1,02,blue
ENSG00000103942,8,protein_coding,HOMER2,08,pink
ENSG00000104081,6,protein_coding,BMF,06,red
ENSG00000104140,0,protein_coding,RHOV,00,grey
ENSG00000104147,9,protein_coding,OIP5,09,magenta
ENSG00000104177,0,protein_coding,MYEF2,00,grey
ENSG00000104218,1,protein_coding,CSPP1,01,turquoise
ENSG00000104313,3,protein_coding,EYA1,03,brown
ENSG00000104381,2,protein_coding,GDAP1,02,blue
ENSG00000104413,0,protein_coding,ESRP1,00,grey
ENSG00000104427,5,protein_coding,ZC2HC1A,05,green
ENSG00000104522,8,protein_coding,TSTA3,08,pink
ENSG00000104537,0,protein_coding,ANXA13,00,grey
ENSG00000104695,5,protein_coding,PPP2CB,05,green
ENSG00000104738,2,protein_coding,MCM4,02,blue
ENSG00000104765,5,protein_coding,BNIP3L,05,green
ENSG00000104774,4,protein_coding,MAN2B1,04,yellow
ENSG00000104805,6,protein_coding,NUCB1,06,red
ENSG00000104886,8,protein_coding,PLEKHJ1,08,pink
ENSG00000104889,7,protein_coding,RNASEH2A,07,black
ENSG00000104892,6,protein_coding,KLC3,06,red
ENSG00000104897,6,protein_coding,SF3A2,06,red
ENSG00000104918,4,protein_coding,RETN,04,yellow
ENSG00000104921,11,protein_coding,FCER2,11,greenyellow
ENSG00000104969,7,protein_coding,SGTA,07,black
ENSG00000105011,9,protein_coding,ASF1B,09,magenta
ENSG00000105205,11,protein_coding,CLC,11,greenyellow
ENSG00000105220,2,protein_coding,GPI,02,blue
ENSG00000105321,6,protein_coding,CCDC9,06,red
ENSG00000105355,8,protein_coding,PLIN3,08,pink
ENSG00000105366,7,protein_coding,SIGLEC8,07,black
ENSG00000105388,8,protein_coding,CEACAM5,08,pink
ENSG00000105401,7,protein_coding,CDC37,07,black
ENSG00000105404,7,protein_coding,RABAC1,07,black
ENSG00000105426,0,protein_coding,PTPRS,00,grey
ENSG00000105438,7,protein_coding,KDELR1,07,black
ENSG00000105486,6,protein_coding,LIG1,06,red
ENSG00000105516,1,protein_coding,DBP,01,turquoise
ENSG00000105523,7,protein_coding,FAM83E,07,black
ENSG00000105568,2,protein_coding,PPP2R1A,02,blue
ENSG00000105641,0,protein_coding,SLC5A5,00,grey
ENSG00000105669,7,protein_coding,COPE,07,black
ENSG00000105699,7,protein_coding,LSR,07,black
ENSG00000105711,0,protein_coding,SCN1B,00,grey
ENSG00000105723,2,protein_coding,GSK3A,02,blue
ENSG00000105755,11,protein_coding,ETHE1,11,greenyellow
ENSG00000105825,2,protein_coding,TFPI2,02,blue
ENSG00000105851,11,protein_coding,PIK3CG,11,greenyellow
ENSG00000105852,0,protein_coding,PON3,00,grey
ENSG00000105865,1,protein_coding,DUS4L,01,turquoise
ENSG00000105993,10,protein_coding,DNAJB6,10,purple
ENSG00000106013,0,protein_coding,ANKRD7,00,grey
ENSG00000106105,8,protein_coding,GARS,08,pink
ENSG00000106178,11,protein_coding,CCL24,11,greenyellow
ENSG00000106258,1,protein_coding,CYP3A5,01,turquoise
ENSG00000106261,3,protein_coding,ZKSCAN1,03,brown
ENSG00000106263,9,protein_coding,EIF3B,09,magenta
ENSG00000106266,6,protein_coding,SNX8,06,red
ENSG00000106278,0,protein_coding,PTPRZ1,00,grey
ENSG00000106305,8,protein_coding,AIMP2,08,pink
ENSG00000106348,4,protein_coding,IMPDH1,04,yellow
ENSG00000106443,5,protein_coding,PHF14,05,green
ENSG00000106462,0,protein_coding,EZH2,00,grey
ENSG00000106554,2,protein_coding,CHCHD3,02,blue
ENSG00000106636,8,protein_coding,YKT6,08,pink
ENSG00000106683,4,protein_coding,LIMK1,04,yellow
ENSG00000106771,3,protein_coding,TMEM245,03,brown
ENSG00000106799,2,protein_coding,TGFBR1,02,blue
ENSG00000106976,1,protein_coding,DNM1,01,turquoise
ENSG00000107036,2,protein_coding,RIC1,02,blue
ENSG00000107185,6,protein_coding,RGP1,06,red
ENSG00000107242,0,protein_coding,PIP5K1B,00,grey
ENSG00000107625,1,protein_coding,DDX50,01,turquoise
ENSG00000107672,0,protein_coding,NSMCE4A,00,grey
ENSG00000107719,6,protein_coding,PALD1,06,red
ENSG00000107890,1,protein_coding,ANKRD26,01,turquoise
ENSG00000107960,8,protein_coding,OBFC1,08,pink
ENSG00000108001,1,protein_coding,EBF3,01,turquoise
ENSG00000108010,0,protein_coding,GLRX3,00,grey
ENSG00000108021,0,protein_coding,FAM208B,00,grey
ENSG00000108176,8,protein_coding,DNAJC12,08,pink
ENSG00000108242,8,protein_coding,CYP2C18,08,pink
ENSG00000108342,0,protein_coding,CSF3,00,grey
ENSG00000108344,7,protein_coding,PSMD3,07,black
ENSG00000108379,9,protein_coding,WNT3,09,magenta
ENSG00000108405,7,protein_coding,P2RX1,07,black
ENSG00000108433,9,protein_coding,GOSR2,09,magenta
ENSG00000108469,1,protein_coding,RECQL5,01,turquoise
ENSG00000108479,7,protein_coding,GALK1,07,black
ENSG00000108518,10,protein_coding,PFN1,10,purple
ENSG00000108523,1,protein_coding,RNF167,01,turquoise
ENSG00000108604,9,protein_coding,SMARCD2,09,magenta
ENSG00000108639,8,protein_coding,SYNGR2,08,pink
ENSG00000108666,5,protein_coding,C17orf75,05,green
ENSG00000108684,0,protein_coding,ASIC2,00,grey
ENSG00000108691,4,protein_coding,CCL2,04,yellow
ENSG00000108828,4,protein_coding,VAT1,04,yellow
ENSG00000108829,8,protein_coding,LRRC59,08,pink
ENSG00000108861,6,protein_coding,DUSP3,06,red
ENSG00000108883,2,protein_coding,EFTUD2,02,blue
ENSG00000109099,4,protein_coding,PMP22,04,yellow
ENSG00000109193,0,protein_coding,SULT1E1,00,grey
ENSG00000109255,8,protein_coding,NMU,08,pink
ENSG00000109519,5,protein_coding,GRPEL1,05,green
ENSG00000109576,3,protein_coding,AADAT,03,brown
ENSG00000109586,8,protein_coding,GALNT7,08,pink
ENSG00000109606,2,protein_coding,DHX15,02,blue
ENSG00000109771,3,protein_coding,LRP2BP,03,brown
ENSG00000109805,11,protein_coding,NCAPG,11,greenyellow
ENSG00000109861,10,protein_coding,CTSC,10,purple
ENSG00000109906,3,protein_coding,ZBTB16,03,brown
ENSG00000110013,2,protein_coding,SIAE,02,blue
ENSG00000110074,7,protein_coding,FOXRED1,07,black
ENSG00000110077,4,protein_coding,MS4A6A,04,yellow
ENSG00000110090,0,protein_coding,CPT1A,00,grey
ENSG00000110318,5,protein_coding,CEP126,05,green
ENSG00000110442,11,protein_coding,COMMD9,11,greenyellow
ENSG00000110777,1,protein_coding,POU2AF1,01,turquoise
ENSG00000110848,4,protein_coding,CD69,04,yellow
ENSG00000110876,4,protein_coding,SELPLG,04,yellow
ENSG00000110917,2,protein_coding,MLEC,02,blue
ENSG00000110931,11,protein_coding,CAMKK2,11,greenyellow
ENSG00000111181,4,protein_coding,SLC6A12,04,yellow
ENSG00000111186,3,protein_coding,WNT5B,03,brown
ENSG00000111199,6,protein_coding,TRPV4,06,red
ENSG00000111206,9,protein_coding,FOXM1,09,magenta
ENSG00000111247,11,protein_coding,RAD51AP1,11,greenyellow
ENSG00000111348,11,protein_coding,ARHGDIB,11,greenyellow
ENSG00000111640,10,protein_coding,GAPDH,10,purple
ENSG00000111652,2,protein_coding,COPS7A,02,blue
ENSG00000111667,6,protein_coding,USP5,06,red
ENSG00000111669,10,protein_coding,TPI1,10,purple
ENSG00000111671,1,protein_coding,SPSB2,01,turquoise
ENSG00000111676,1,protein_coding,ATN1,01,turquoise
ENSG00000111679,4,protein_coding,PTPN6,04,yellow
ENSG00000111729,0,protein_coding,CLEC4A,00,grey
ENSG00000111786,10,protein_coding,SRSF9,10,purple
ENSG00000111799,0,protein_coding,COL12A1,00,grey
ENSG00000111875,5,protein_coding,ASF1A,05,green
ENSG00000111911,5,protein_coding,HINT3,05,green
ENSG00000111912,5,protein_coding,NCOA7,05,green
ENSG00000112118,7,protein_coding,MCM3,07,black
ENSG00000112146,9,protein_coding,FBXO9,09,magenta
ENSG00000112159,1,protein_coding,MDN1,01,turquoise
ENSG00000112195,4,protein_coding,TREML2,04,yellow
ENSG00000112303,0,protein_coding,VNN2,00,grey
ENSG00000112305,8,protein_coding,SMAP1,08,pink
ENSG00000112312,3,protein_coding,GMNN,03,brown
ENSG00000112473,8,protein_coding,SLC39A7,08,pink
ENSG00000112511,3,protein_coding,PHF1,03,brown
ENSG00000112530,0,protein_coding,PACRG,00,grey
ENSG00000112541,0,protein_coding,PDE10A,00,grey
ENSG00000112561,3,protein_coding,TFEB,03,brown
ENSG00000112576,4,protein_coding,CCND3,04,yellow
ENSG00000112699,8,protein_coding,GMDS,08,pink
ENSG00000112742,2,protein_coding,TTK,02,blue
ENSG00000112984,9,protein_coding,KIF20A,09,magenta
ENSG00000112992,8,protein_coding,NNT,08,pink
ENSG00000113070,4,protein_coding,HBEGF,04,yellow
ENSG00000113194,2,protein_coding,FAF2,02,blue
ENSG00000113240,1,protein_coding,CLK4,01,turquoise
ENSG00000113273,4,protein_coding,ARSB,04,yellow
ENSG00000113407,10,protein_coding,TARS,10,purple
ENSG00000113460,5,protein_coding,BRIX1,05,green
ENSG00000113522,0,protein_coding,RAD50,00,grey
ENSG00000113594,3,protein_coding,LIFR,03,brown
ENSG00000113621,2,protein_coding,TXNDC15,02,blue
ENSG00000113810,2,protein_coding,SMC4,02,blue
ENSG00000113924,0,protein_coding,HGD,00,grey
ENSG00000113946,1,protein_coding,CLDN16,01,turquoise
ENSG00000113971,1,protein_coding,NPHP3,01,turquoise
ENSG00000114021,1,protein_coding,NIT2,01,turquoise
ENSG00000114054,8,protein_coding,PCCB,08,pink
ENSG00000114120,1,protein_coding,SLC25A36,01,turquoise
ENSG00000114346,2,protein_coding,ECT2,02,blue
ENSG00000114353,4,protein_coding,GNAI2,04,yellow
ENSG00000114378,6,protein_coding,HYAL1,06,red
ENSG00000114395,2,protein_coding,CYB561D2,02,blue
ENSG00000114638,8,protein_coding,UPK1B,08,pink
ENSG00000114698,0,protein_coding,PLSCR4,00,grey
ENSG00000114737,8,protein_coding,CISH,08,pink
ENSG00000114738,11,protein_coding,MAPKAPK3,11,greenyellow
ENSG00000114779,1,protein_coding,ABHD14B,01,turquoise
ENSG00000114784,5,protein_coding,EIF1B,05,green
ENSG00000114805,3,protein_coding,PLCH1,03,brown
ENSG00000114853,6,protein_coding,ZBTB47,06,red
ENSG00000114859,0,protein_coding,CLCN2,00,grey
ENSG00000114867,6,protein_coding,EIF4G1,06,red
ENSG00000114933,0,protein_coding,INO80D,00,grey
ENSG00000115008,1,protein_coding,IL1A,01,turquoise
ENSG00000115041,3,protein_coding,KCNIP3,03,brown
ENSG00000115042,1,protein_coding,FAHD2A,01,turquoise
ENSG00000115091,2,protein_coding,ACTR3,02,blue
ENSG00000115112,0,protein_coding,TFCP2L1,00,grey
ENSG00000115129,9,protein_coding,TP53I3,09,magenta
ENSG00000115137,0,protein_coding,DNAJC27,00,grey
ENSG00000115163,9,protein_coding,CENPA,09,magenta
ENSG00000115241,8,protein_coding,PPM1G,08,pink
ENSG00000115266,0,protein_coding,APC2,00,grey
ENSG00000115290,1,protein_coding,GRB14,01,turquoise
ENSG00000115307,8,protein_coding,AUP1,08,pink
ENSG00000115318,9,protein_coding,LOXL3,09,magenta
ENSG00000115325,11,protein_coding,DOK1,11,greenyellow
ENSG00000115461,3,protein_coding,IGFBP5,03,brown
ENSG00000115486,11,protein_coding,GGCX,11,greenyellow
ENSG00000115507,0,protein_coding,OTX1,00,grey
ENSG00000115539,8,protein_coding,PDCL3,08,pink
ENSG00000115602,7,protein_coding,IL1RL1,07,black
ENSG00000115677,2,protein_coding,HDLBP,02,blue
ENSG00000115705,8,protein_coding,TPO,08,pink
ENSG00000115756,11,protein_coding,HPCAL1,11,greenyellow
ENSG00000115762,2,protein_coding,PLEKHB2,02,blue
ENSG00000115806,8,protein_coding,GORASP2,08,pink
ENSG00000115808,2,protein_coding,STRN,02,blue
ENSG00000115841,0,protein_coding,RMDN2,00,grey
ENSG00000115850,0,protein_coding,LCT,00,grey
ENSG00000115875,1,protein_coding,SRSF7,01,turquoise
ENSG00000116095,5,protein_coding,PLEKHA3,05,green
ENSG00000116132,0,protein_coding,PRRX1,00,grey
